State/UT,DropoutRate,Year,Level,Gender,StartYear
Sikkim,1.1,2012-2013,Elementary,Girls,2012
Tamil Nadu,0.7,2012-2013,Elementary,Girls,2012
Telangana,5.0,2012-2013,Elementary,Girls,2012
Tripura,1.9,2012-2013,Elementary,Girls,2012
Uttar Pradesh,6.6,2012-2013,Elementary,Girls,2012
Uttarakhand,1.9,2012-2013,Elementary,Girls,2012
West Bengal,2.5,2012-2013,Elementary,Girls,2012
All India,1.5,2012-2013,Elementary,Girls,2012
Andaman and Nicobar Islands,12.4,2012-2013,Secondary,Boys,2012
Andhra Pradesh,18.1,2012-2013,Secondary,Boys,2012
Arunachal Pradesh,13.3,2012-2013,Secondary,Boys,2012
Assam,9.4,2012-2013,Secondary,Boys,2012
Bihar,14.5,2012-2013,Secondary,Boys,2012
Chandigarh,17.2,2012-2013,Secondary,Boys,2012
Chhattisgarh,19.1,2012-2013,Secondary,Boys,2012
Dadra and Nagar Haveli,19.2,2012-2013,Secondary,Boys,2012
Daman and Diu,15.6,2012-2013,Secondary,Boys,2012
Delhi,17.8,2012-2013,Secondary,Boys,2012
Goa,12.0,2012-2013,Secondary,Boys,2012
Gujarat,9.9,2012-2013,Secondary,Boys,2012
Haryana,12.9,2012-2013,Secondary,Boys,2012
Himachal Pradesh,14.6,2012-2013,Secondary,Boys,2012
Jammu and Kashmir,17.0,2012-2013,Secondary,Boys,2012
Jharkhand,11.3,2012-2013,Secondary,Boys,2012
Karnataka,21.7,2012-2013,Secondary,Boys,2012
Kerala,18.5,2012-2013,Secondary,Boys,2012
Ladakh,17.4,2012-2013,Secondary,Boys,2012
Lakshadweep,20.3,2012-2013,Secondary,Boys,2012
Madhya Pradesh,12.0,2012-2013,Secondary,Boys,2012
Maharashtra,11.5,2012-2013,Secondary,Boys,2012
Manipur,13.5,2012-2013,Secondary,Boys,2012
Meghalaya,16.6,2012-2013,Secondary,Boys,2012
Mizoram,18.8,2012-2013,Secondary,Boys,2012
Nagaland,20.4,2012-2013,Secondary,Boys,2012
Odisha,9.1,2012-2013,Secondary,Boys,2012
Puducherry,12.4,2012-2013,Secondary,Boys,2012
Punjab,8.8,2012-2013,Secondary,Boys,2012
Rajasthan,10.2,2012-2013,Secondary,Boys,2012
Sikkim,14.1,2012-2013,Secondary,Boys,2012
Tamil Nadu,17.1,2012-2013,Secondary,Boys,2012
Telangana,10.5,2012-2013,Secondary,Boys,2012
Tripura,12.1,2012-2013,Secondary,Boys,2012
Uttar Pradesh,7.7,2012-2013,Secondary,Boys,2012
Uttarakhand,12.9,2012-2013,Secondary,Boys,2012
West Bengal,20.4,2012-2013,Secondary,Boys,2012
All India,15.2,2012-2013,Secondary,Boys,2012
Andaman and Nicobar Islands,17.4,2012-2013,Secondary,Girls,2012
Andhra Pradesh,14.3,2012-2013,Secondary,Girls,2012
Arunachal Pradesh,18.9,2012-2013,Secondary,Girls,2012
Assam,15.6,2012-2013,Secondary,Girls,2012
Bihar,8.9,2012-2013,Secondary,Girls,2012
Chandigarh,14.9,2012-2013,Secondary,Girls,2012
Chhattisgarh,16.1,2012-2013,Secondary,Girls,2012
Dadra and Nagar Haveli,9.8,2012-2013,Secondary,Girls,2012
Daman and Diu,12.4,2012-2013,Secondary,Girls,2012
Delhi,13.1,2012-2013,Secondary,Girls,2012
Goa,19.7,2012-2013,Secondary,Girls,2012
Gujarat,20.1,2012-2013,Secondary,Girls,2012
Haryana,13.2,2012-2013,Secondary,Girls,2012
Himachal Pradesh,12.2,2012-2013,Secondary,Girls,2012
Jammu and Kashmir,9.1,2012-2013,Secondary,Girls,2012
Jharkhand,13.3,2012-2013,Secondary,Girls,2012
Karnataka,8.9,2012-2013,Secondary,Girls,2012
Kerala,15.8,2012-2013,Secondary,Girls,2012
Ladakh,10.3,2012-2013,Secondary,Girls,2012
Lakshadweep,13.4,2012-2013,Secondary,Girls,2012
Madhya Pradesh,11.8,2012-2013,Secondary,Girls,2012
Maharashtra,13.2,2012-2013,Secondary,Girls,2012
Manipur,10.2,2012-2013,Secondary,Girls,2012
Meghalaya,12.4,2012-2013,Secondary,Girls,2012
Mizoram,17.5,2012-2013,Secondary,Girls,2012
Nagaland,15.0,2012-2013,Secondary,Girls,2012
Odisha,15.3,2012-2013,Secondary,Girls,2012
Puducherry,10.4,2012-2013,Secondary,Girls,2012
Punjab,11.3,2012-2013,Secondary,Girls,2012
Rajasthan,18.7,2012-2013,Secondary,Girls,2012
Sikkim,9.3,2012-2013,Secondary,Girls,2012
Tamil Nadu,11.8,2012-2013,Secondary,Girls,2012
Telangana,12.0,2012-2013,Secondary,Girls,2012
Tripura,16.3,2012-2013,Secondary,Girls,2012
Uttar Pradesh,10.3,2012-2013,Secondary,Girls,2012
Uttarakhand,17.8,2012-2013,Secondary,Girls,2012
West Bengal,13.9,2012-2013,Secondary,Girls,2012
All India,15.8,2012-2013,Secondary,Girls,2012
Andaman and Nicobar Islands,2.1,2013-2014,Elementary,Boys,2013
Andhra Pradesh,2.7,2013-2014,Elementary,Boys,2013
Arunachal Pradesh,5.5,2013-2014,Elementary,Boys,2013
Assam,5.8,2013-2014,Elementary,Boys,2013
Bihar,2.9,2013-2014,Elementary,Boys,2013
Chandigarh,3.7,2013-2014,Elementary,Boys,2013
Chhattisgarh,2.0,2013-2014,Elementary,Boys,2013
Dadra and Nagar Haveli,4.3,2013-2014,Elementary,Boys,2013
Daman and Diu,1.7,2013-2014,Elementary,Boys,2013
Delhi,0.4,2013-2014,Elementary,Boys,2013
Goa,1.7,2013-2014,Elementary,Boys,2013
Gujarat,3.5,2013-2014,Elementary,Boys,2013
Haryana,3.3,2013-2014,Elementary,Boys,2013
Himachal Pradesh,2.6,2013-2014,Elementary,Boys,2013
Jammu and Kashmir,3.5,2013-2014,Elementary,Boys,2013
Jharkhand,2.7,2013-2014,Elementary,Boys,2013
Karnataka,1.3,2013-2014,Elementary,Boys,2013
Kerala,3.3,2013-2014,Elementary,Boys,2013
Ladakh,0.2,2013-2014,Elementary,Boys,2013
Lakshadweep,5.1,2013-2014,Elementary,Boys,2013
Madhya Pradesh,5.4,2013-2014,Elementary,Boys,2013
Maharashtra,2.7,2013-2014,Elementary,Boys,2013
Manipur,4.0,2013-2014,Elementary,Boys,2013
Meghalaya,1.1,2013-2014,Elementary,Boys,2013
Mizoram,3.5,2013-2014,Elementary,Boys,2013
Nagaland,0.9,2013-2014,Elementary,Boys,2013
Odisha,0.1,2013-2014,Elementary,Boys,2013
Puducherry,0.3,2013-2014,Elementary,Boys,2013
Punjab,3.3,2013-2014,Elementary,Boys,2013
Rajasthan,3.7,2013-2014,Elementary,Boys,2013
Sikkim,0.5,2013-2014,Elementary,Boys,2013
Tamil Nadu,3.1,2013-2014,Elementary,Boys,2013
Telangana,1.6,2013-2014,Elementary,Boys,2013
Tripura,1.2,2013-2014,Elementary,Boys,2013
Uttar Pradesh,1.8,2013-2014,Elementary,Boys,2013
Uttarakhand,3.1,2013-2014,Elementary,Boys,2013
West Bengal,0.2,2013-2014,Elementary,Boys,2013
All India,3.7,2013-2014,Elementary,Boys,2013
Andaman and Nicobar Islands,1.8,2013-2014,Elementary,Girls,2013
Andhra Pradesh,0.9,2013-2014,Elementary,Girls,2013
Arunachal Pradesh,5.9,2013-2014,Elementary,Girls,2013
Assam,4.8,2013-2014,Elementary,Girls,2013
Bihar,5.4,2013-2014,Elementary,Girls,2013
Chandigarh,3.1,2013-2014,Elementary,Girls,2013
Chhattisgarh,4.2,2013-2014,Elementary,Girls,2013
Dadra and Nagar Haveli,1.1,2013-2014,Elementary,Girls,2013
Daman and Diu,1.7,2013-2014,Elementary,Girls,2013
Delhi,4.3,2013-2014,Elementary,Girls,2013
Goa,0.4,2013-2014,Elementary,Girls,2013
Gujarat,2.2,2013-2014,Elementary,Girls,2013
Haryana,2.6,2013-2014,Elementary,Girls,2013
Himachal Pradesh,2.6,2013-2014,Elementary,Girls,2013
Jammu and Kashmir,3.4,2013-2014,Elementary,Girls,2013
Jharkhand,2.1,2013-2014,Elementary,Girls,2013
Karnataka,0.8,2013-2014,Elementary,Girls,2013
Kerala,0.3,2013-2014,Elementary,Girls,2013
Ladakh,3.1,2013-2014,Elementary,Girls,2013
Lakshadweep,2.8,2013-2014,Elementary,Girls,2013
Madhya Pradesh,1.1,2013-2014,Elementary,Girls,2013
Maharashtra,0.3,2013-2014,Elementary,Girls,2013
Manipur,1.7,2013-2014,Elementary,Girls,2013
Meghalaya,3.1,2013-2014,Elementary,Girls,2013
Mizoram,0.3,2013-2014,Elementary,Girls,2013
Nagaland,0.3,2013-2014,Elementary,Girls,2013
Odisha,6.2,2013-2014,Elementary,Girls,2013
Puducherry,2.2,2013-2014,Elementary,Girls,2013
Punjab,4.8,2013-2014,Elementary,Girls,2013
Rajasthan,4.3,2013-2014,Elementary,Girls,2013
Sikkim,3.1,2013-2014,Elementary,Girls,2013
Tamil Nadu,6.5,2013-2014,Elementary,Girls,2013
Telangana,3.9,2013-2014,Elementary,Girls,2013
Tripura,5.5,2013-2014,Elementary,Girls,2013
Uttar Pradesh,3.7,2013-2014,Elementary,Girls,2013
Uttarakhand,5.7,2013-2014,Elementary,Girls,2013
West Bengal,6.6,2013-2014,Elementary,Girls,2013
All India,1.1,2013-2014,Elementary,Girls,2013
Andaman and Nicobar Islands,14.0,2013-2014,Secondary,Boys,2013
Andhra Pradesh,9.5,2013-2014,Secondary,Boys,2013
Arunachal Pradesh,18.3,2013-2014,Secondary,Boys,2013
Assam,14.4,2013-2014,Secondary,Boys,2013
Bihar,10.2,2013-2014,Secondary,Boys,2013
Chandigarh,20.8,2013-2014,Secondary,Boys,2013
Chhattisgarh,13.5,2013-2014,Secondary,Boys,2013
Dadra and Nagar Haveli,19.2,2013-2014,Secondary,Boys,2013
Daman and Diu,11.5,2013-2014,Secondary,Boys,2013
Delhi,19.8,2013-2014,Secondary,Boys,2013
Goa,17.0,2013-2014,Secondary,Boys,2013
Gujarat,14.5,2013-2014,Secondary,Boys,2013
Haryana,17.1,2013-2014,Secondary,Boys,2013
Himachal Pradesh,18.0,2013-2014,Secondary,Boys,2013
Jammu and Kashmir,11.5,2013-2014,Secondary,Boys,2013
Jharkhand,15.5,2013-2014,Secondary,Boys,2013
Karnataka,18.2,2013-2014,Secondary,Boys,2013
Kerala,17.7,2013-2014,Secondary,Boys,2013
Ladakh,8.6,2013-2014,Secondary,Boys,2013
Lakshadweep,16.1,2013-2014,Secondary,Boys,2013
Madhya Pradesh,17.7,2013-2014,Secondary,Boys,2013
Maharashtra,13.4,2013-2014,Secondary,Boys,2013
Manipur,10.8,2013-2014,Secondary,Boys,2013
Meghalaya,9.3,2013-2014,Secondary,Boys,2013
Mizoram,9.2,2013-2014,Secondary,Boys,2013
Nagaland,11.7,2013-2014,Secondary,Boys,2013
Odisha,14.5,2013-2014,Secondary,Boys,2013
Puducherry,9.7,2013-2014,Secondary,Boys,2013
Punjab,16.9,2013-2014,Secondary,Boys,2013
Rajasthan,12.4,2013-2014,Secondary,Boys,2013
Sikkim,13.1,2013-2014,Secondary,Boys,2013
Tamil Nadu,17.8,2013-2014,Secondary,Boys,2013
Telangana,13.6,2013-2014,Secondary,Boys,2013
Tripura,16.0,2013-2014,Secondary,Boys,2013
Uttar Pradesh,12.9,2013-2014,Secondary,Boys,2013
Uttarakhand,9.9,2013-2014,Secondary,Boys,2013
West Bengal,11.1,2013-2014,Secondary,Boys,2013
All India,16.6,2013-2014,Secondary,Boys,2013
Andaman and Nicobar Islands,14.3,2013-2014,Secondary,Girls,2013
Andhra Pradesh,17.5,2013-2014,Secondary,Girls,2013
Arunachal Pradesh,18.0,2013-2014,Secondary,Girls,2013
Assam,15.2,2013-2014,Secondary,Girls,2013
Bihar,20.6,2013-2014,Secondary,Girls,2013
Chandigarh,10.0,2013-2014,Secondary,Girls,2013
Chhattisgarh,10.0,2013-2014,Secondary,Girls,2013
Dadra and Nagar Haveli,13.1,2013-2014,Secondary,Girls,2013
Daman and Diu,15.9,2013-2014,Secondary,Girls,2013
Delhi,9.1,2013-2014,Secondary,Girls,2013
Goa,14.4,2013-2014,Secondary,Girls,2013
Gujarat,8.8,2013-2014,Secondary,Girls,2013
Haryana,10.0,2013-2014,Secondary,Girls,2013
Himachal Pradesh,18.2,2013-2014,Secondary,Girls,2013
Jammu and Kashmir,10.1,2013-2014,Secondary,Girls,2013
Jharkhand,9.1,2013-2014,Secondary,Girls,2013
Karnataka,12.2,2013-2014,Secondary,Girls,2013
Kerala,18.8,2013-2014,Secondary,Girls,2013
Ladakh,14.8,2013-2014,Secondary,Girls,2013
Lakshadweep,17.5,2013-2014,Secondary,Girls,2013
Madhya Pradesh,15.9,2013-2014,Secondary,Girls,2013
Maharashtra,12.1,2013-2014,Secondary,Girls,2013
Manipur,17.5,2013-2014,Secondary,Girls,2013
Meghalaya,8.2,2013-2014,Secondary,Girls,2013
Mizoram,16.1,2013-2014,Secondary,Girls,2013
Nagaland,12.9,2013-2014,Secondary,Girls,2013
Odisha,17.4,2013-2014,Secondary,Girls,2013
Puducherry,14.3,2013-2014,Secondary,Girls,2013
Punjab,10.5,2013-2014,Secondary,Girls,2013
Rajasthan,13.3,2013-2014,Secondary,Girls,2013
Sikkim,10.5,2013-2014,Secondary,Girls,2013
Tamil Nadu,16.4,2013-2014,Secondary,Girls,2013
Telangana,19.8,2013-2014,Secondary,Girls,2013
Tripura,9.8,2013-2014,Secondary,Girls,2013
Uttar Pradesh,16.6,2013-2014,Secondary,Girls,2013
Uttarakhand,9.7,2013-2014,Secondary,Girls,2013
West Bengal,13.5,2013-2014,Secondary,Girls,2013
All India,10.5,2013-2014,Secondary,Girls,2013
Andaman and Nicobar Islands,6.7,2014-2015,Elementary,Boys,2014
Andhra Pradesh,4.1,2014-2015,Elementary,Boys,2014
Arunachal Pradesh,1.3,2014-2015,Elementary,Boys,2014
Assam,5.4,2014-2015,Elementary,Boys,2014
Bihar,0.3,2014-2015,Elementary,Boys,2014
Chandigarh,0.5,2014-2015,Elementary,Boys,2014
Chhattisgarh,3.2,2014-2015,Elementary,Boys,2014
Dadra and Nagar Haveli,2.0,2014-2015,Elementary,Boys,2014
Daman and Diu,3.3,2014-2015,Elementary,Boys,2014
Delhi,2.3,2014-2015,Elementary,Boys,2014
Goa,4.5,2014-2015,Elementary,Boys,2014
Gujarat,1.4,2014-2015,Elementary,Boys,2014
Haryana,4.1,2014-2015,Elementary,Boys,2014
Himachal Pradesh,3.9,2014-2015,Elementary,Boys,2014
Jammu and Kashmir,2.2,2014-2015,Elementary,Boys,2014
Jharkhand,4.7,2014-2015,Elementary,Boys,2014
Karnataka,2.3,2014-2015,Elementary,Boys,2014
Kerala,5.7,2014-2015,Elementary,Boys,2014
Ladakh,3.2,2014-2015,Elementary,Boys,2014
Lakshadweep,2.5,2014-2015,Elementary,Boys,2014
Madhya Pradesh,5.3,2014-2015,Elementary,Boys,2014
Maharashtra,3.6,2014-2015,Elementary,Boys,2014
Manipur,4.2,2014-2015,Elementary,Boys,2014
Meghalaya,0.0,2014-2015,Elementary,Boys,2014
Mizoram,2.8,2014-2015,Elementary,Boys,2014
Nagaland,0.4,2014-2015,Elementary,Boys,2014
Odisha,3.4,2014-2015,Elementary,Boys,2014
Puducherry,4.1,2014-2015,Elementary,Boys,2014
Punjab,0.3,2014-2015,Elementary,Boys,2014
Rajasthan,6.4,2014-2015,Elementary,Boys,2014
Sikkim,5.8,2014-2015,Elementary,Boys,2014
Tamil Nadu,0.6,2014-2015,Elementary,Boys,2014
Telangana,3.7,2014-2015,Elementary,Boys,2014
Tripura,6.4,2014-2015,Elementary,Boys,2014
Uttar Pradesh,2.3,2014-2015,Elementary,Boys,2014
Uttarakhand,3.2,2014-2015,Elementary,Boys,2014
West Bengal,3.5,2014-2015,Elementary,Boys,2014
All India,4.5,2014-2015,Elementary,Boys,2014
Andaman and Nicobar Islands,1.6,2014-2015,Elementary,Girls,2014
Andhra Pradesh,4.7,2014-2015,Elementary,Girls,2014
Arunachal Pradesh,4.1,2014-2015,Elementary,Girls,2014
Assam,6.2,2014-2015,Elementary,Girls,2014
Bihar,4.6,2014-2015,Elementary,Girls,2014
Chandigarh,1.3,2014-2015,Elementary,Girls,2014
Chhattisgarh,2.3,2014-2015,Elementary,Girls,2014
Dadra and Nagar Haveli,5.6,2014-2015,Elementary,Girls,2014
Daman and Diu,4.4,2014-2015,Elementary,Girls,2014
Delhi,3.9,2014-2015,Elementary,Girls,2014
Goa,2.6,2014-2015,Elementary,Girls,2014
Gujarat,5.1,2014-2015,Elementary,Girls,2014
Haryana,1.4,2014-2015,Elementary,Girls,2014
Himachal Pradesh,6.1,2014-2015,Elementary,Girls,2014
Jammu and Kashmir,4.7,2014-2015,Elementary,Girls,2014
Jharkhand,2.2,2014-2015,Elementary,Girls,2014
Karnataka,0.2,2014-2015,Elementary,Girls,2014
Kerala,2.0,2014-2015,Elementary,Girls,2014
Ladakh,5.3,2014-2015,Elementary,Girls,2014
Lakshadweep,3.9,2014-2015,Elementary,Girls,2014
Madhya Pradesh,3.4,2014-2015,Elementary,Girls,2014
Maharashtra,0.9,2014-2015,Elementary,Girls,2014
Manipur,4.5,2014-2015,Elementary,Girls,2014
Meghalaya,6.8,2014-2015,Elementary,Girls,2014
Mizoram,3.0,2014-2015,Elementary,Girls,2014
Nagaland,2.7,2014-2015,Elementary,Girls,2014
Odisha,4.5,2014-2015,Elementary,Girls,2014
Puducherry,3.3,2014-2015,Elementary,Girls,2014
Punjab,5.1,2014-2015,Elementary,Girls,2014
Rajasthan,6.0,2014-2015,Elementary,Girls,2014
Sikkim,1.2,2014-2015,Elementary,Girls,2014
Tamil Nadu,1.0,2014-2015,Elementary,Girls,2014
Telangana,2.2,2014-2015,Elementary,Girls,2014
Tripura,4.6,2014-2015,Elementary,Girls,2014
Uttar Pradesh,5.5,2014-2015,Elementary,Girls,2014
Uttarakhand,4.3,2014-2015,Elementary,Girls,2014
West Bengal,4.6,2014-2015,Elementary,Girls,2014
All India,3.3,2014-2015,Elementary,Girls,2014
Andaman and Nicobar Islands,16.0,2014-2015,Secondary,Boys,2014
Andhra Pradesh,16.1,2014-2015,Secondary,Boys,2014
Arunachal Pradesh,19.7,2014-2015,Secondary,Boys,2014
Assam,13.6,2014-2015,Secondary,Boys,2014
Bihar,19.0,2014-2015,Secondary,Boys,2014
Chandigarh,14.3,2014-2015,Secondary,Boys,2014
Chhattisgarh,7.6,2014-2015,Secondary,Boys,2014
Dadra and Nagar Haveli,16.2,2014-2015,Secondary,Boys,2014
Daman and Diu,9.8,2014-2015,Secondary,Boys,2014
Delhi,10.0,2014-2015,Secondary,Boys,2014
Goa,13.9,2014-2015,Secondary,Boys,2014
Gujarat,8.9,2014-2015,Secondary,Boys,2014
Haryana,16.0,2014-2015,Secondary,Boys,2014
Himachal Pradesh,19.3,2014-2015,Secondary,Boys,2014
Jammu and Kashmir,16.2,2014-2015,Secondary,Boys,2014
Jharkhand,8.9,2014-2015,Secondary,Boys,2014
Karnataka,9.2,2014-2015,Secondary,Boys,2014
Kerala,14.6,2014-2015,Secondary,Boys,2014
Ladakh,13.5,2014-2015,Secondary,Boys,2014
Lakshadweep,11.9,2014-2015,Secondary,Boys,2014
Madhya Pradesh,10.6,2014-2015,Secondary,Boys,2014
Maharashtra,14.7,2014-2015,Secondary,Boys,2014
Manipur,8.7,2014-2015,Secondary,Boys,2014
Meghalaya,9.5,2014-2015,Secondary,Boys,2014
Mizoram,11.8,2014-2015,Secondary,Boys,2014
Nagaland,15.9,2014-2015,Secondary,Boys,2014
Odisha,18.4,2014-2015,Secondary,Boys,2014
Puducherry,17.1,2014-2015,Secondary,Boys,2014
Punjab,10.4,2014-2015,Secondary,Boys,2014
Rajasthan,13.4,2014-2015,Secondary,Boys,2014
Sikkim,16.8,2014-2015,Secondary,Boys,2014
Tamil Nadu,10.6,2014-2015,Secondary,Boys,2014
Telangana,18.8,2014-2015,Secondary,Boys,2014
Tripura,9.6,2014-2015,Secondary,Boys,2014
Uttar Pradesh,11.1,2014-2015,Secondary,Boys,2014
Uttarakhand,12.2,2014-2015,Secondary,Boys,2014
West Bengal,7.3,2014-2015,Secondary,Boys,2014
All India,14.8,2014-2015,Secondary,Boys,2014
Andaman and Nicobar Islands,20.3,2014-2015,Secondary,Girls,2014
Andhra Pradesh,14.3,2014-2015,Secondary,Girls,2014
Arunachal Pradesh,12.1,2014-2015,Secondary,Girls,2014
Assam,17.8,2014-2015,Secondary,Girls,2014
Bihar,15.7,2014-2015,Secondary,Girls,2014
Chandigarh,14.1,2014-2015,Secondary,Girls,2014
Chhattisgarh,12.8,2014-2015,Secondary,Girls,2014
Dadra and Nagar Haveli,14.3,2014-2015,Secondary,Girls,2014
Daman and Diu,17.5,2014-2015,Secondary,Girls,2014
Delhi,17.0,2014-2015,Secondary,Girls,2014
Goa,15.3,2014-2015,Secondary,Girls,2014
Gujarat,18.4,2014-2015,Secondary,Girls,2014
Haryana,10.4,2014-2015,Secondary,Girls,2014
Himachal Pradesh,13.2,2014-2015,Secondary,Girls,2014
Jammu and Kashmir,14.8,2014-2015,Secondary,Girls,2014
Jharkhand,10.8,2014-2015,Secondary,Girls,2014
Karnataka,12.8,2014-2015,Secondary,Girls,2014
Kerala,18.1,2014-2015,Secondary,Girls,2014
Ladakh,10.4,2014-2015,Secondary,Girls,2014
Lakshadweep,14.2,2014-2015,Secondary,Girls,2014
Madhya Pradesh,14.8,2014-2015,Secondary,Girls,2014
Maharashtra,18.4,2014-2015,Secondary,Girls,2014
Manipur,13.7,2014-2015,Secondary,Girls,2014
Meghalaya,17.7,2014-2015,Secondary,Girls,2014
Mizoram,12.8,2014-2015,Secondary,Girls,2014
Nagaland,10.1,2014-2015,Secondary,Girls,2014
Odisha,19.2,2014-2015,Secondary,Girls,2014
Puducherry,11.6,2014-2015,Secondary,Girls,2014
Punjab,17.5,2014-2015,Secondary,Girls,2014
Rajasthan,9.4,2014-2015,Secondary,Girls,2014
Sikkim,17.5,2014-2015,Secondary,Girls,2014
Tamil Nadu,14.6,2014-2015,Secondary,Girls,2014
Telangana,10.1,2014-2015,Secondary,Girls,2014
Tripura,11.3,2014-2015,Secondary,Girls,2014
Uttar Pradesh,16.7,2014-2015,Secondary,Girls,2014
Uttarakhand,12.5,2014-2015,Secondary,Girls,2014
West Bengal,15.9,2014-2015,Secondary,Girls,2014
All India,7.8,2014-2015,Secondary,Girls,2014
Andaman and Nicobar Islands,2.0,2015-2016,Elementary,Boys,2015
Andhra Pradesh,2.6,2015-2016,Elementary,Boys,2015
Arunachal Pradesh,2.9,2015-2016,Elementary,Boys,2015
Assam,0.2,2015-2016,Elementary,Boys,2015
Bihar,3.1,2015-2016,Elementary,Boys,2015
Chandigarh,3.6,2015-2016,Elementary,Boys,2015
Chhattisgarh,2.1,2015-2016,Elementary,Boys,2015
Dadra and Nagar Haveli,0.7,2015-2016,Elementary,Boys,2015
Daman and Diu,6.0,2015-2016,Elementary,Boys,2015
Delhi,1.6,2015-2016,Elementary,Boys,2015
Goa,2.4,2015-2016,Elementary,Boys,2015
Gujarat,5.1,2015-2016,Elementary,Boys,2015
Haryana,1.3,2015-2016,Elementary,Boys,2015
Himachal Pradesh,4.4,2015-2016,Elementary,Boys,2015
Jammu and Kashmir,4.3,2015-2016,Elementary,Boys,2015
Jharkhand,5.6,2015-2016,Elementary,Boys,2015
Karnataka,4.2,2015-2016,Elementary,Boys,2015
Kerala,4.6,2015-2016,Elementary,Boys,2015
Ladakh,2.5,2015-2016,Elementary,Boys,2015
Lakshadweep,4.7,2015-2016,Elementary,Boys,2015
Madhya Pradesh,3.8,2015-2016,Elementary,Boys,2015
Maharashtra,1.2,2015-2016,Elementary,Boys,2015
Manipur,3.8,2015-2016,Elementary,Boys,2015
Meghalaya,5.9,2015-2016,Elementary,Boys,2015
Mizoram,4.5,2015-2016,Elementary,Boys,2015
Nagaland,1.4,2015-2016,Elementary,Boys,2015
Odisha,2.0,2015-2016,Elementary,Boys,2015
Puducherry,0.9,2015-2016,Elementary,Boys,2015
Punjab,0.2,2015-2016,Elementary,Boys,2015
Rajasthan,5.5,2015-2016,Elementary,Boys,2015
Sikkim,4.5,2015-2016,Elementary,Boys,2015
Tamil Nadu,6.0,2015-2016,Elementary,Boys,2015
Telangana,3.8,2015-2016,Elementary,Boys,2015
Tripura,3.6,2015-2016,Elementary,Boys,2015
Uttar Pradesh,4.8,2015-2016,Elementary,Boys,2015
Uttarakhand,5.2,2015-2016,Elementary,Boys,2015
West Bengal,4.3,2015-2016,Elementary,Boys,2015
All India,1.8,2015-2016,Elementary,Boys,2015
Andaman and Nicobar Islands,4.0,2015-2016,Elementary,Girls,2015
Andhra Pradesh,0.1,2015-2016,Elementary,Girls,2015
Arunachal Pradesh,1.6,2015-2016,Elementary,Girls,2015
Assam,0.5,2015-2016,Elementary,Girls,2015
Bihar,5.2,2015-2016,Elementary,Girls,2015
Chandigarh,5.7,2015-2016,Elementary,Girls,2015
Chhattisgarh,6.0,2015-2016,Elementary,Girls,2015
Dadra and Nagar Haveli,3.3,2015-2016,Elementary,Girls,2015
Daman and Diu,0.8,2015-2016,Elementary,Girls,2015
Delhi,3.0,2015-2016,Elementary,Girls,2015
Goa,1.2,2015-2016,Elementary,Girls,2015
Gujarat,3.6,2015-2016,Elementary,Girls,2015
Haryana,6.0,2015-2016,Elementary,Girls,2015
Himachal Pradesh,5.0,2015-2016,Elementary,Girls,2015
Jammu and Kashmir,0.7,2015-2016,Elementary,Girls,2015
Jharkhand,3.8,2015-2016,Elementary,Girls,2015
Karnataka,3.0,2015-2016,Elementary,Girls,2015
Kerala,1.3,2015-2016,Elementary,Girls,2015
Ladakh,0.5,2015-2016,Elementary,Girls,2015
Lakshadweep,0.4,2015-2016,Elementary,Girls,2015
Madhya Pradesh,0.6,2015-2016,Elementary,Girls,2015
Maharashtra,6.3,2015-2016,Elementary,Girls,2015
Manipur,5.3,2015-2016,Elementary,Girls,2015
Meghalaya,0.7,2015-2016,Elementary,Girls,2015
Mizoram,4.9,2015-2016,Elementary,Girls,2015
Nagaland,1.2,2015-2016,Elementary,Girls,2015
Odisha,1.9,2015-2016,Elementary,Girls,2015
Puducherry,3.3,2015-2016,Elementary,Girls,2015
Punjab,1.4,2015-2016,Elementary,Girls,2015
Rajasthan,3.9,2015-2016,Elementary,Girls,2015
Sikkim,1.5,2015-2016,Elementary,Girls,2015
Tamil Nadu,0.3,2015-2016,Elementary,Girls,2015
Telangana,3.6,2015-2016,Elementary,Girls,2015
Tripura,0.9,2015-2016,Elementary,Girls,2015
Uttar Pradesh,5.5,2015-2016,Elementary,Girls,2015
Uttarakhand,3.8,2015-2016,Elementary,Girls,2015
West Bengal,1.6,2015-2016,Elementary,Girls,2015
All India,6.1,2015-2016,Elementary,Girls,2015
Andaman and Nicobar Islands,9.6,2015-2016,Secondary,Boys,2015
Andhra Pradesh,9.3,2015-2016,Secondary,Boys,2015
Arunachal Pradesh,14.2,2015-2016,Secondary,Boys,2015
Assam,15.9,2015-2016,Secondary,Boys,2015
Bihar,12.0,2015-2016,Secondary,Boys,2015
Chandigarh,15.4,2015-2016,Secondary,Boys,2015
Chhattisgarh,16.3,2015-2016,Secondary,Boys,2015
Dadra and Nagar Haveli,8.7,2015-2016,Secondary,Boys,2015
Daman and Diu,17.6,2015-2016,Secondary,Boys,2015
Delhi,8.0,2015-2016,Secondary,Boys,2015
Goa,11.2,2015-2016,Secondary,Boys,2015
Gujarat,10.2,2015-2016,Secondary,Boys,2015
Haryana,10.1,2015-2016,Secondary,Boys,2015
Himachal Pradesh,18.7,2015-2016,Secondary,Boys,2015
Jammu and Kashmir,16.4,2015-2016,Secondary,Boys,2015
